,0,1
0,7.937804014090943e-08,-14.020777702331543
1,-11.745071411132812,
2,-12.043861389160156,
3,-23.815454483032227,
4,-20.051185607910156,
5,-27.40066909790039,
6,-24.610849380493164,
7,-22.206867218017578,
8,-28.149433135986328,
9,-34.39330291748047,
10,-26.14350700378418,
11,-32.576297760009766,
12,-26.659786224365234,
13,-38.88592529296875,
14,-31.5152645111084,
15,-30.488441467285156,
16,-44.006507873535156,
17,-13.537219047546387,
18,-22.851184844970703,
19,-21.572418212890625,
20,-22.513044357299805,
21,-40.409423828125,
22,-26.885086059570312,
23,-12.191539764404297,
24,-19.32969856262207,
25,-21.912857055664062,
26,-11.773632049560547,
27,-28.479122161865234,
28,-1.6306132078170776,
29,-26.185461044311523,
30,0.0,0.0
