,0,1,2,3,4,5,6,7
0,0.013336070709758334,2.5001132275548343e-09,0.0067938218514124555,2.5000832515331695e-09,0.0008229566738009453,2.493308004503092e-09,0.013245431706309319,0.0
1,0.013375249173906114,1.4077540981816128e-06,0.006808554132779439,1.7647754475547117e-06,0.0008249282836914062,2.415772087260848e-06,0.013378937728703022,0.0
2,0.01349768704838223,9.66867901297519e-06,0.006840043597751194,1.3079050404485315e-05,0.0008289504589305983,1.4370301869348623e-05,0.013775702565908432,0.0
3,0.013632779320081076,3.0474449886241928e-05,0.006873482217391332,3.8129735912662e-05,0.0008332057235141596,3.83441147278063e-05,0.014228004962205887,0.0
4,0.013798730240927802,6.239619688130915e-05,0.006911732256412506,7.244275911943987e-05,0.0008401498715910646,7.123254181351513e-05,0.014709467999637127,0.0
5,0.0140100187725491,0.00010228896280750632,0.006958700716495514,0.00010994772310368717,0.0008509414684441355,0.00010858922905754298,0.015235458500683308,0.0
6,0.0142292148537106,0.00014192966045811772,0.00700854178931978,0.00014200971054378897,0.0008638899566398726,0.00014195821131579578,0.015798145905137062,0.0
7,0.014420658349990845,0.00017318343452643603,0.007052752706739638,0.00016378803411498666,0.0008757581106490559,0.00016536189650651067,0.016366876661777496,0.0
8,0.014571497837702433,0.00019830037490464747,0.007088030378023784,0.0001792229595594108,0.0008852765378024843,0.0001819267199607566,0.0169210322201252,0.0
9,0.0146902021434572,0.00021769250452052802,0.007116095059447818,0.0001900500210467726,0.0008928207680583,0.00019351627270225435,0.01745728589594364,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
