,0,1,2,3,4,5,6,7
0,0.013335038390424516,2.5000770342842316e-09,0.007049300604396396,2.5000388426121845e-09,0.0008239919940630595,2.4952671040523455e-09,0.013081947341561317,1.8738346985180954e-10
1,0.013430525859196981,2.905171413658536e-06,0.007074260049396091,2.848117219400592e-06,0.0008259368542995718,2.361811311857309e-06,0.013275744393467903,1.4040067997100891e-09
2,0.01357169614897834,1.5145826182560995e-05,0.007113633056481679,1.566417995491065e-05,0.0008296403619978162,1.3905910236644559e-05,0.013673268258571625,1.4327646846723496e-09
3,0.0137127795153194,3.724461930687539e-05,0.007157668471336365,4.094136966159567e-05,0.0008344005068971051,3.6660021578427404e-05,0.014121150597929955,5.626774157718728e-09
4,0.013866184486283196,6.683742685709149e-05,0.00721609675221973,7.440912304446101e-05,0.0008421781369381481,6.73464237479493e-05,0.014606036245822906,3.5210732107771037e-08
5,0.014030373758739896,0.00010044621740235016,0.0072854749030537075,0.00010915952589130029,0.0008532700335813893,9.985793440137058e-05,0.015133786015212536,5.106386993247725e-07
6,0.014180276128980849,0.00013541866792365909,0.007352071503798167,0.0001394596474710852,0.0008650029388566812,0.0001280323340324685,0.015677407383918762,9.895445600704988e-07
7,0.014306449227862887,0.00016760147991590202,0.007408887147903442,0.00016223007696680725,0.000875506963994768,0.0001486760884290561,0.016220346093177795,1.513773099759419e-06
8,0.01440424058172438,0.000197337256395258,0.007454891999562581,0.00018019889830611646,0.0008840797882941035,0.0001644360163481906,0.01674995757639408,1.164623768090678e-06
9,0.014484067757924398,0.00022366803023032844,0.007493009997738732,0.00019430644169915468,0.0008912791187564532,0.00017656157433521003,0.01726483553647995,1.0444434792589163e-06
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
