,0,1,2,3,4,5,6,7
0,0.013821548885769315,2.4999735614983365e-09,0.007043706874052684,2.500067264321615e-09,0.0008220653463568953,2.4972952594737308e-09,0.014588852412998676,1.8738346985180954e-10
1,0.013908700810538398,1.7697100247460185e-06,0.007063498927487267,1.6120992540891166e-06,0.0008239242662158278,2.168884293496376e-06,0.01475520245730877,1.4507800516483371e-09
2,0.014075428247451782,1.1830423318315297e-05,0.007106285128328536,1.325467019341886e-05,0.0008277492080297735,1.3475158993969671e-05,0.015187709592282772,3.2650415704438274e-08
3,0.01422321961985694,3.562728670658544e-05,0.007156360480520461,3.880856093019247e-05,0.0008326333740519153,3.6679160984931514e-05,0.01568235084414482,1.347674638552121e-09
4,0.014360967609617446,7.02975521562621e-05,0.007221023241678874,7.422506314469501e-05,0.0008405580495794615,6.852131627965719e-05,0.016212157905101776,1.495780423965698e-07
5,0.014500124586953057,0.00011129595804959536,0.0072960638337665135,0.00011293881834717467,0.0008519736325575246,0.00010362060129409656,0.016783462837338448,4.695411348620837e-07
6,0.014622698227564493,0.00015352516493294388,0.007369221912489997,0.00014722527703270316,0.0008648049810694323,0.0001345692726317793,0.017381737008690834,5.650654202327132e-07
7,0.01472203599082099,0.00019294681260362267,0.007430555091963874,0.0001739929721225053,0.0008763361515270339,0.00015805017028469592,0.01798076741397381,9.377420155942673e-07
8,0.014800748891300626,0.0002304797526448965,0.007480279439025455,0.0001957355998456478,0.0008860105234715673,0.0001764582993928343,0.018564028665423393,1.2555145758597064e-06
9,0.014863242705663046,0.0002632994728628546,0.007520662413703071,0.0002124511229339987,0.0008939740558465322,0.00019041638006456196,0.01913066953420639,1.1128780670333072e-06
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
