,0,1,2,3,4,5,6,7
0,0.011855203244421218,2.5000390646567894e-09,0.006956778466701508,2.5000712611245035e-09,0.000823351244131724,2.490645023556226e-09,0.015347123146057129,1.8738346985180954e-10
1,0.011970342861281501,3.2599073165329173e-06,0.006983934177292718,2.9846153211110504e-06,0.0008256670811937915,2.4244081942015328e-06,0.015558806248009205,1.1864613735923513e-09
2,0.012120366096496582,1.5349145542131737e-05,0.00702266063955095,1.64456432685256e-05,0.0008296688190764851,1.3838580343872309e-05,0.015996938571333885,4.631782601904888e-08
3,0.012268941435548995,3.672073216876015e-05,0.007062116430865394,4.1774816054385155e-05,0.0008348183602922492,3.619703420554288e-05,0.01649399660527706,1.0967895747171497e-07
4,0.012455768055386014,6.580081389984116e-05,0.007112805214193132,7.31684995116666e-05,0.0008434983901679516,6.546906661242247e-05,0.01703580841422081,2.995722354626196e-07
5,0.012665517628192902,9.861725266091526e-05,0.0071740713384416364,0.00010245590237900615,0.0008552476453284422,9.425746975466609e-05,0.017620636150240898,4.748179947000608e-07
6,0.012848113973935446,0.00013242760905995965,0.007231439981195662,0.00012609490659087896,0.0008668123433987299,0.00011738597822841257,0.018218407407402992,7.573448783659842e-07
7,0.012987598776817322,0.00016361853340640664,0.007277510232395596,0.00014399626525118947,0.000876228842470381,0.00013433941057883203,0.018803846091032028,6.426317895602551e-07
8,0.013096481561660767,0.0001905068929772824,0.007314622402191162,0.00015722872922196984,0.0008837834207548036,0.00014642885071225464,0.019372031092643738,6.037504931555304e-07
9,0.013181202113628387,0.0002157478011213243,0.007344552212291294,0.00016851765394676477,0.0008898556439412965,0.00015652147703804076,0.01992434449493885,1.0761123121483251e-06
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
