,0
0,4.6680908203125
1,4.483612060546875
2,42.459808349609375
3,123.83399963378906
4,93.95272827148438
5,-3.5237808227539062
6,-61.170623779296875
7,-54.93598937988281
8,-27.01355743408203
9,-9.427909851074219
10,-0.0459136962890625
11,-1.3001251220703125
12,-7.2045440673828125
13,-6.936309814453125
14,-7.9106597900390625
15,-2.2942962646484375
16,-3.0439910888671875
17,-1.2483978271484375
18,2.0844268798828125
19,-0.73431396484375
20,11.9114990234375
21,14.402053833007812
22,4.4635772705078125
23,15.808357238769531
24,18.78033447265625
25,17.001861572265625
26,-2.6936874389648438
27,-6.162109375
28,1.6368789672851562
29,-14.07025146484375
30,-20.499588012695312
31,-46.79808807373047
32,-41.88460159301758
33,-30.19720458984375
34,-36.679237365722656
35,-39.279441833496094
36,-20.78984832763672
37,-17.301254272460938
38,-20.72149658203125
39,-27.894180297851562
40,0.0
