,0,1
0,0.267749160528183,540.3394775390625
1,0.24994340538978577,540.246826171875
2,0.23840348422527313,540.257568359375
3,0.21342018246650696,540.2186279296875
4,0.21312284469604492,540.1653442382812
5,0.18360814452171326,540.1376953125
6,0.18241119384765625,540.156005859375
7,0.1710968017578125,540.1268310546875
8,0.15200430154800415,540.1239013671875
9,0.12632057070732117,540.1014404296875
10,0.11915650963783264,540.0977783203125
11,0.10925652086734772,540.0851440429688
12,0.10087348520755768,540.070068359375
13,0.08123025298118591,540.0606079101562
14,0.07170486450195312,540.052734375
15,0.057256899774074554,540.0269775390625
16,0.039499200880527496,540.0213623046875
17,0.03272213414311409,540.0096435546875
18,0.0201844684779644,539.99609375
19,0.011679422110319138,539.9898071289062
20,0.0033643674105405807,539.9794921875
21,-0.004231642931699753,539.96484375
22,-0.009891185909509659,539.957275390625
23,-0.016493525356054306,539.953369140625
24,-0.02110273763537407,539.947509765625
25,-0.02609214372932911,539.9418334960938
26,-0.030792685225605965,539.9369506835938
27,-0.03442341461777687,539.931884765625
28,-0.037808507680892944,539.9281005859375
29,-0.040249377489089966,539.9249267578125
30,0.0,0.0
