,0,1
0,-0.012840034440159798,-2.4019885063171387
1,-3.0114293098449707,
2,-13.813048362731934,
3,-42.64244079589844,
4,-109.9746322631836,
5,-226.51113891601562,
6,-556.5588989257812,
7,-1068.236083984375,
8,-1751.58642578125,
9,-3227.25048828125,
10,-5184.43212890625,
11,-6786.29150390625,
12,-10226.98828125,
13,-16249.94140625,
14,-21989.171875,
15,-28164.0546875,
16,-38461.0859375,
17,-53549.875,
18,-75610.9453125,
19,-95022.609375,
20,-138547.28125,
21,-142261.75,
22,-171194.625,
23,-222992.125,
24,-287532.125,
25,-289675.0,
26,-312861.0625,
27,-568661.75,
28,-528538.25,
29,-629966.1875,
30,0.0,0.0
