,0
0,59.75948429107666
1,60.68096303939819
2,60.69697594642639
3,49.387821674346924
4,49.38749408721924
5,60.67557215690613
6,60.714393615722656
7,60.705225467681885
8,60.702104330062866
9,49.403074979782104
10,49.398682832717896
11,49.406922340393066
12,49.36514711380005
13,49.36502146720886
14,49.401681423187256
15,49.40428900718689
16,49.42280673980713
17,49.41433238983154
18,49.41641807556152
19,49.38036370277405
20,49.41026186943054
21,49.38918614387512
22,49.40741682052612
23,49.37953853607178
24,49.415858030319214
25,49.39986824989319
26,49.4187171459198
27,49.41809892654419
28,49.354782819747925
29,49.38104772567749
30,0.0
