,0
0,2.485204878946734e-09
1,2.268059252885817e-06
2,7.614733085737582e-06
3,1.5071852723045778e-05
4,2.2973455659353153e-05
5,3.117762012612765e-05
6,3.969375166680504e-05
7,4.956510999410264e-05
8,5.9131792017639996e-05
9,6.878156927117503e-05
10,7.907812891280538e-05
11,8.832973919526481e-05
12,9.589475028368891e-05
13,0.00010562451965160441
14,0.00011316635667259919
15,0.00012107515573402287
16,0.00012793723666037384
17,0.00013604370418661389
18,0.0001437835696338366
19,0.0001520483332939418
20,0.0001571137351028525
21,0.0001656961460899979
22,0.00017159968701465484
23,0.00017987289114923888
24,0.00018585353829075226
25,0.00019383351041197232
26,0.000201350671457579
27,0.00021093974556341016
28,0.0002157295162307377
29,0.00022214065239559557
30,0.0
