,0,1
0,0.2819560766220093,-1.2674435377120972
1,-2.1596572399139404,
2,-11.658794403076172,
3,-34.64984893798828,
4,-78.49496459960938,
5,-159.43955993652344,
6,-270.0613708496094,
7,-413.13482666015625,
8,-638.437744140625,
9,-843.8440551757812,
10,-1327.648193359375,
11,-2018.92431640625,
12,-2189.33447265625,
13,-3064.8076171875,
14,-3709.26708984375,
15,-4781.861328125,
16,-5897.90673828125,
17,-7874.53125,
18,-7793.34912109375,
19,-10101.6474609375,
20,-11502.5966796875,
21,-5882.66259765625,
22,-9698.0810546875,
23,-13541.7744140625,
24,-18023.80859375,
25,-398.866943359375,
26,-10243.5771484375,
27,-10507.587890625,
28,4664.35791015625,
29,-22773.130859375,
30,0.0,0.0
