,0,1
0,9.373254670208553e-07,-14.819314956665039
1,-15.857847213745117,
2,-21.20689582824707,
3,-37.33123016357422,
4,-68.3436508178711,
5,-51.99871063232422,
6,-65.56979370117188,
7,-77.1572265625,
8,-83.98406982421875,
9,-97.53962707519531,
10,-122.44049072265625,
11,-106.1601333618164,
12,-152.42904663085938,
13,-149.60833740234375,
14,-175.6458282470703,
15,-155.56695556640625,
16,-212.9794158935547,
17,-166.05145263671875,
18,-288.0697326660156,
19,-163.3592529296875,
20,-223.736083984375,
21,-214.34637451171875,
22,-234.8323974609375,
23,-207.4521942138672,
24,-207.029052734375,
25,-317.94403076171875,
26,-242.17483520507812,
27,-248.81494140625,
28,-243.32147216796875,
29,-349.07086181640625,
30,0.0,0.0
