,0
0,23.459596872329712
1,18.461982250213623
2,18.499590158462524
3,18.482549905776978
4,18.487037658691406
5,18.509617567062378
6,18.482308864593506
7,18.470317840576172
8,18.47627019882202
9,18.446950435638428
10,18.474486827850342
11,18.452240705490112
12,18.466657876968384
13,18.494258880615234
14,18.441440105438232
15,18.478180646896362
16,18.514435529708862
17,18.489344358444214
18,18.475800037384033
19,18.45117163658142
20,18.486668825149536
21,18.477792978286743
22,18.476481914520264
23,18.458391666412354
24,18.48735237121582
25,18.426027536392212
26,18.41462993621826
27,18.478672981262207
28,18.433979749679565
29,18.442426443099976
30,0.0
