,0
0,2.4894239343354664e-09
1,1.2535207176806776e-06
2,3.392786417514868e-06
3,6.084288487902089e-06
4,9.115962237926484e-06
5,1.2208366675805867e-05
6,1.5669300227500855e-05
7,1.960695534634223e-05
8,2.3559160974312702e-05
9,2.712716365148504e-05
10,3.1030625539340364e-05
11,3.4687184929996665e-05
12,3.84326361706236e-05
13,4.1976661073421745e-05
14,4.5627045263999805e-05
15,4.938085009186827e-05
16,5.276221898335906e-05
17,5.5957366803545396e-05
18,5.9591276553311677e-05
19,6.30105686207604e-05
20,6.648366250678035e-05
21,7.0083059404652e-05
22,7.354883614404655e-05
23,7.680869013108298e-05
24,8.010511123255261e-05
25,8.289761118271211e-05
26,8.53006142668305e-05
27,8.82773089537964e-05
28,9.238541200725995e-05
29,9.559263715342848e-05
30,0.0
