,0,1,2
0,0.9888791441917419,0.9419244527816772,0.9193239808082581
1,0.9727359414100647,0.8646763563156128,0.8092713356018066
2,0.9728156924247742,0.8482142686843872,0.7838408946990967
3,0.9739716053009033,0.8647560477256775,0.8110650777816772
4,0.970703125,0.8463408946990967,0.783203125
5,0.9711415767669678,0.8484534621238708,0.781648576259613
6,0.9690688848495483,0.8470184803009033,0.7847177982330322
7,0.9706632494926453,0.839445173740387,0.7755899429321289
8,0.9726163744926453,0.8543128371238708,0.784757673740387
9,0.9716199040412903,0.8481345772743225,0.7846779227256775
10,0.9709422588348389,0.8514429330825806,0.7927694320678711
11,0.9721380472183228,0.8484135866165161,0.780253529548645
12,0.9713807106018066,0.842753529548645,0.7760283946990967
13,0.969746470451355,0.8488121628761292,0.7871492505073547
14,0.9700653553009033,0.8406010866165161,0.776945173740387
15,0.9732541441917419,0.8653539419174194,0.8080755472183228
16,0.9698262214660645,0.848652720451355,0.7825653553009033
17,0.9714205861091614,0.8501275777816772,0.7890625
18,0.974210798740387,0.8571428656578064,0.7951610088348389
19,0.9728156924247742,0.8487324714660645,0.7864716053009033
20,0.9735730290412903,0.8549904227256775,0.7898198366165161
21,0.9689493179321289,0.8452247977256775,0.784757673740387
22,0.9721779227256775,0.8574617505073547,0.7971141338348389
23,0.9724171161651611,0.8410794138908386,0.7755101919174194
24,0.9708226919174194,0.8556281924247742,0.7932876348495483
25,0.9714604616165161,0.8429129719734192,0.7815688848495483
26,0.9733737111091614,0.8575813174247742,0.7923309803009033
27,0.9704639911651611,0.8463807106018066,0.7836415767669678
28,0.9711814522743225,0.8467793464660645,0.7881457209587097
29,0.9718192219734192,0.8569036722183228,0.793965220451355
30,0.0,0.0,0.0
