,0,1
0,0.2819560766220093,-1.2674435377120972
1,-2.1596572399139404,
2,-11.658794403076172,
3,-34.64984893798828,
4,-78.49493408203125,
5,-159.4394989013672,
6,-270.06121826171875,
7,-413.14764404296875,
8,-638.45263671875,
9,-843.81982421875,
10,-1327.5771484375,
11,-2018.43994140625,
12,-2188.810791015625,
13,-3065.86474609375,
14,-3709.260498046875,
15,-4779.44384765625,
16,-5893.2958984375,
17,-7869.21484375,
18,-7783.6220703125,
19,-10077.064453125,
20,-11516.90234375,
21,-5901.0556640625,
22,-9697.0078125,
23,-13555.453125,
24,-18040.48828125,
25,-375.486572265625,
26,-10197.958984375,
27,-10575.27734375,
28,4679.123046875,
29,-22858.08203125,
30,0.0,0.0
