,0,1
0,-0.012840034440159798,-2.4019885063171387
1,-3.0114293098449707,
2,-13.813047409057617,
3,-42.642433166503906,
4,-109.974609375,
5,-226.51104736328125,
6,-556.55810546875,
7,-1068.234375,
8,-1751.58349609375,
9,-3227.246826171875,
10,-5184.4296875,
11,-6786.2890625,
12,-10226.9814453125,
13,-16249.9404296875,
14,-21989.173828125,
15,-28164.0625,
16,-38461.1015625,
17,-53549.8515625,
18,-75610.953125,
19,-95022.625,
20,-138547.28125,
21,-142261.828125,
22,-171194.65625,
23,-222992.1875,
24,-287532.75,
25,-289674.6875,
26,-312861.09375,
27,-568659.625,
28,-528536.75,
29,-629964.0,
30,0.0,0.0
