,0,1
0,-0.009427379816770554,-10.461431503295898
1,-0.04691419377923012,-10.938498497009277
2,-0.08106756210327148,-11.136554718017578
3,-0.11120975762605667,-11.300867080688477
4,-0.15002016723155975,-11.470577239990234
5,-0.16470763087272644,-11.577727317810059
6,-0.13399112224578857,-11.591137886047363
7,-0.09819923341274261,-11.652015686035156
8,-0.09266458451747894,-11.708030700683594
9,-0.11026798188686371,-11.804985046386719
10,-0.08360064029693604,-11.861435890197754
11,-0.055861376225948334,-11.851396560668945
12,-0.04251418262720108,-11.9512300491333
13,-0.03170819953083992,-11.954911231994629
14,-0.06108749285340309,-12.061905860900879
15,-0.03693418577313423,-12.107200622558594
16,0.012267479673027992,-12.11507797241211
17,0.09666329622268677,-12.06689739227295
18,0.08766257762908936,-12.142932891845703
19,0.13257893919944763,-12.119263648986816
20,0.11761441081762314,-12.170555114746094
21,0.0823347270488739,-12.277168273925781
22,0.04562079906463623,-12.366650581359863
23,0.09253751486539841,-12.350594520568848
24,0.09858530014753342,-12.430278778076172
25,0.1910984218120575,-12.380598068237305
26,0.321457177400589,-12.21534538269043
27,0.4202573895454407,-12.216739654541016
28,0.48398587107658386,-12.166511535644531
29,0.524234414100647,-12.208288192749023
30,0.0,0.0
