,0,1
0,9.373254670208553e-07,-16.126760482788086
1,-14.664923667907715,
2,-16.581493377685547,
3,-25.188417434692383,
4,-40.69394302368164,
5,-25.538707733154297,
6,-27.563175201416016,
7,-28.035633087158203,
8,-28.042068481445312,
9,-32.326904296875,
10,-34.528717041015625,
11,-26.01508331298828,
12,-40.100894927978516,
13,-32.17182159423828,
14,-39.272911071777344,
15,-30.81877899169922,
16,-39.824462890625,
17,-26.406099319458008,
18,-52.24305725097656,
19,-20.653606414794922,
20,-27.505393981933594,
21,-28.191146850585938,
22,-26.845848083496094,
23,-21.329166412353516,
24,-15.791891098022461,
25,-34.330665588378906,
26,-19.220279693603516,
27,-20.640459060668945,
28,-10.017892837524414,
29,-30.086349487304688,
30,0.0,0.0
