,0
0,60.462828636169434
1,61.447383403778076
2,61.361652851104736
3,49.98955821990967
4,60.94132947921753
5,49.84398317337036
6,49.87058901786804
7,61.008567571640015
8,61.00437068939209
9,49.82405352592468
10,49.850754261016846
11,49.82120323181152
12,49.83293080329895
13,49.82492113113403
14,49.825400590896606
15,49.639076471328735
16,49.62858843803406
17,49.62365221977234
18,49.63683462142944
19,49.614243268966675
20,49.67385387420654
21,49.65955996513367
22,49.61884427070618
23,49.58454728126526
24,49.58809280395508
25,49.58837699890137
26,49.587890625
27,49.70852017402649
28,49.62470746040344
29,49.648277044296265
30,0.0
