,0,1
0,-0.012840034440159798,-2.4019885063171387
1,-3.0114293098449707,
2,-13.813047409057617,
3,-42.642425537109375,
4,-109.97460174560547,
5,-226.51101684570312,
6,-556.55810546875,
7,-1068.234130859375,
8,-1751.5833740234375,
9,-3227.2470703125,
10,-5184.4296875,
11,-6786.2890625,
12,-10226.982421875,
13,-16249.943359375,
14,-21989.17578125,
15,-28164.064453125,
16,-38461.1015625,
17,-53549.8828125,
18,-75610.953125,
19,-95022.625,
20,-138547.3125,
21,-142261.859375,
22,-171194.6875,
23,-222992.21875,
24,-287532.75,
25,-289674.625,
26,-312861.1875,
27,-568659.375,
28,-528535.0,
29,-629961.75,
30,0.0,0.0
