,0,1
0,0.267749160528183,-0.9745830297470093
1,-2.6848530769348145,
2,-12.855814933776855,
3,-43.068546295166016,
4,-102.90982818603516,
5,-176.6116943359375,
6,-311.21929931640625,
7,-388.3604736328125,
8,-662.6728515625,
9,-974.146240234375,
10,-1192.2303466796875,
11,-1721.0360107421875,
12,-2422.548095703125,
13,-3064.878662109375,
14,-3339.052734375,
15,-4225.177734375,
16,-4619.20361328125,
17,-5121.7646484375,
18,-3276.43896484375,
19,-3549.56884765625,
20,-4294.17578125,
21,-3219.8427734375,
22,-6015.71826171875,
23,558.9405517578125,
24,-6802.54345703125,
25,-3243.7314453125,
26,4350.2646484375,
27,8537.025390625,
28,-886.76220703125,
29,18395.935546875,
30,0.0,0.0
