,0,1,2,3,4,5,6,7,8,9
0,0.0025162917375564577,2.4802031539650216e-09,0.0023132109393676123,2.424537459688736e-09,0.0017327673526273833,2.422573919247384e-09,0.0015664955135434866,1.8603447671239337e-09,0.00643313629552722,1.3533225392783248e-15
1,0.002507190704345703,4.24447335944933e-07,0.002311189141538408,3.064527618334978e-07,0.001731597197552522,2.239738421394577e-07,0.0015662225196138024,2.9031971848780813e-07,0.006394436117261648,8.058704528343674e-13
2,0.002501174211502075,8.401440254601766e-07,0.002309804989231957,6.315788709798653e-07,0.001730798019303216,4.884292366114096e-07,0.001566004939377308,7.265177828230662e-07,0.006368688307702541,1.781555736268814e-10
3,0.00249701663851738,1.3296644283400383e-06,0.0023088951905568442,9.455335998609371e-07,0.0017302894136971897,8.02741851657629e-07,0.001565907383337617,1.2677746781264432e-06,0.006352365016937256,2.73511768789092e-10
4,0.0024936306476593018,1.985989456443349e-06,0.0023081497185760075,1.304166062254808e-06,0.001729870732459757,1.0670798928913428e-06,0.0015658473130315542,2.0929901438648812e-06,0.00633926410228014,1.4349951782399728e-10
5,0.0024919137358665466,2.4356195353902876e-06,0.0023077059951093462,1.5666795434299274e-06,0.001729687675833702,1.338151150775957e-06,0.0015658711781725287,3.0227008664951427e-06,0.006333362311124802,2.9876925933258747e-10
6,0.0024902868270874024,2.9505645215976983e-06,0.0023072918670045007,1.8857147097151028e-06,0.0017294963407847616,1.7182152305394993e-06,0.0015658944612368941,4.14435498896637e-06,0.0063277725130319595,5.820707249526436e-10
7,0.002489647716283798,3.264256747570471e-06,0.0023071885936790043,2.197538378823083e-06,0.0017294777143332693,2.269128799525788e-06,0.0015659912023693323,5.469079042086378e-06,0.006326653994619846,8.406920160020093e-10
8,0.002488766610622406,3.7911943309154594e-06,0.002306961144010226,2.5696849661471788e-06,0.001729421214097076,2.857786967069842e-06,0.0015660763019695878,6.9653310674766544e-06,0.006324532441794872,7.073113761357774e-10
9,0.002488560527563095,4.350603830971522e-06,0.002306907127300898,3.1324370866059326e-06,0.0017294520512223244,3.678220764413709e-06,0.001566175720654428,8.680630344315432e-06,0.0063248286023736,8.122235661822685e-10
10,0.002488093674182892,4.968485882272944e-06,0.0023067763282193076,3.7512252220039954e-06,0.0017294270089930957,4.579695996653754e-06,0.001566274673677981,1.0506180842639878e-05,0.006324138026684523,1.0718107512630581e-09
11,0.0024883368611335753,5.666996457875939e-06,0.0023068259987566206,4.5481092456611805e-06,0.0017295305927594502,5.747204340877943e-06,0.0015664072707295418,1.2400940249790438e-05,0.006327054463326931,1.8333859985730783e-09
12,0.002488037347793579,6.31094826530898e-06,0.0023067548043198055,5.309153038979275e-06,0.0017295409407880572,7.002367055974901e-06,0.0015665062237530947,1.4530325643136166e-05,0.006327205803245306,2.259963549633426e-09
13,0.002488536536693573,7.111465492926072e-06,0.0023068866382042565,6.286361895035952e-06,0.0017296916080845727,8.485561011184473e-06,0.001566653954796493,1.6728226910345256e-05,0.006331169046461582,1.7748522651572785e-09
14,0.0024885620176792146,7.871836714912206e-06,0.002306908162103759,7.347170139837544e-06,0.0017297667347722584,9.914225302054547e-06,0.0015667584957554936,1.9141363736707717e-05,0.006333034485578537,1.7682857400558305e-09
15,0.002488866448402405,8.832180355966557e-06,0.0023070561389128366,8.534378139302135e-06,0.0017298855301406649,1.178442471427843e-05,0.0015669020358473063,2.1782265321235172e-05,0.00633616466075182,1.0167223729595776e-09
16,0.002489100098609924,9.925339327310212e-06,0.002307105395529005,9.908215361065231e-06,0.0017299882860647307,1.357764813292306e-05,0.0015670355642214417,2.430495442240499e-05,0.006338275037705898,6.325732160306075e-10
17,0.002489829361438751,1.11217286757892e-05,0.0023073173231548732,1.1484960850793868e-05,0.0017301573728521664,1.5849203919060528e-05,0.0015671863220632076,2.714939182624221e-05,0.006342818029224873,4.5115811087015345e-10
18,0.0024902601540088653,1.2582584531628527e-05,0.002307456193698777,1.3117625712766312e-05,0.0017302869301703242,1.7941030819201842e-05,0.0015672910958528519,2.986223807965871e-05,0.00634637800976634,4.858214941450001e-10
19,0.0024911992251873015,1.4251449101720937e-05,0.0023076848851309884,1.494703428761568e-05,0.0017304741260078219,2.0426417904673144e-05,0.0015674603637307882,3.274071787018329e-05,0.006352148484438658,3.993446962002878e-10
20,0.0024917393922805784,1.572226028656587e-05,0.0023078941222694186,1.689082091616001e-05,0.0017306381422612402,2.3213564418256283e-05,0.0015675869071856141,3.5865949030267075e-05,0.006356320809572935,4.370920847485138e-10
21,0.002492420673370361,1.7357691831421107e-05,0.002308066106504864,1.869775223894976e-05,0.0017308291668693225,2.5765515601960942e-05,0.0015677090268582106,3.9159422158263624e-05,0.006360612343996763,4.1398223737942885e-10
22,0.00249309629201889,1.8995611753780395e-05,0.002308223396539688,2.0639801732613705e-05,0.00173097372882896,2.846418647095561e-05,0.0015678555937483907,4.224662552587688e-05,0.006364353466778994,5.067004593684032e-10
23,0.0024933600425720214,2.0904190023429692e-05,0.0023083906206819746,2.2890200852998532e-05,0.00173113401979208,3.1711606425233185e-05,0.0015679796924814582,4.566485222312622e-05,0.0063674552366137505,5.267350444704277e-10
24,0.0024941056966781617,2.3019456421025097e-05,0.0023086174494690364,2.5307812393293716e-05,0.001731303623980946,3.472552270977758e-05,0.001568093546666205,4.892455035587773e-05,0.006371631752699614,3.0079763679857763e-10
25,0.002495298981666565,2.4684886739123613e-05,0.0023089156796534858,2.7419351681601256e-05,0.0017315174142519634,3.766897862078622e-05,0.0015682410448789597,5.2305877034086734e-05,0.006377208046615124,1.3920338493011997e-10
26,0.0024960605800151826,2.769928141788114e-05,0.0023091540982325873,3.0357912692124955e-05,0.001731691054171986,4.125691339140758e-05,0.0015683743404224515,5.5739685194566846e-05,0.0063821375370025635,3.615625160380276e-11
27,0.002496796399354935,3.021864904440008e-05,0.0023094194216860663,3.320624819025397e-05,0.0017319076384107273,4.506968252826482e-05,0.0015685121761634946,5.917775706620887e-05,0.006387290544807911,2.642266396998827e-12
28,0.0024978938698768617,3.292554902145639e-05,0.002309681640730964,3.60281192115508e-05,0.001732094834248225,4.8792397137731314e-05,0.0015686360420659184,6.27115077804774e-05,0.006392973009496927,1.13045250244026e-11
29,0.002498936802148819,3.6240067856851965e-05,0.0023099976695246166,3.939300950150937e-05,0.0017323058305515184,5.279587639961392e-05,0.0015687766717746854,6.633526209043339e-05,0.006398789118975401,4.87427025824827e-12
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
