,0,1,2,3,4
0,-99.60502496079646,-110.49606016827735,-112.93535104499558,-91.35406869627849,-139.4747578611589
1,-97.10414050459153,-106.3415685629956,-109.67585442187172,-87.82904122651266,-130.24600987631513
2,-86.33895902181146,-92.66777716852656,-99.15583086292514,-75.23849133446096,-117.19360120321485
3,-72.36763308409947,-76.6379841779456,-85.26376692734522,-53.77435265849978,-85.21980683582001
4,-69.78376301108572,-48.25827099953631,-74.59861506492597,-73.5542775147182,-49.60322750148909
5,-97.39516889237606,-108.09240313448763,-111.18687133015908,-87.82400458810864,-127.43200599953326
6,-85.32402450549444,-103.45967305487466,-108.72262793677122,-93.24623383532852,-123.72341408249923
7,-80.98387420630411,-91.90569015606745,-97.23287634631504,-82.68380685837133,-100.7499984296978
8,-74.2349993473273,-85.08233224839324,-69.94119461644816,-75.8383160824103,-74.15636794536712
