,0
0,543.3223876953125
1,535.8866577148438
2,513.7645874023438
3,458.8832092285156
4,343.726806640625
5,169.028076171875
6,-52.77823257446289
7,-51.12070846557617
8,-26.847606658935547
9,-29.48395538330078
10,13.98112964630127
11,5.168927192687988
12,-72.79730987548828
13,60.64669418334961
14,50.23042678833008
15,10.682954788208008
16,52.25728225708008
17,78.24043273925781
18,-47.53773498535156
19,70.306884765625
20,58.613914489746094
21,11.986343383789062
22,33.01932144165039
23,-39.40564727783203
24,75.72900390625
25,-59.459224700927734
26,5.1271820068359375
27,-7.911109924316406
28,2.1295852661132812
29,19.88956069946289
30,-110.74333190917969
31,-52.62154006958008
32,-18.651268005371094
33,3.123401641845703
34,-75.26182556152344
35,-38.321067810058594
36,-1.2470436096191406
37,-111.8541030883789
38,-61.938812255859375
39,-17.141387939453125
40,-15.297966003417969
41,-53.22915267944336
42,-107.86894226074219
43,-19.398902893066406
44,-78.84467315673828
45,-156.5379638671875
46,-106.96582794189453
47,-65.68244934082031
48,7.208839416503906
49,-12.09194564819336
50,-39.47581100463867
51,-37.604522705078125
52,2.5770187377929688
53,-60.675018310546875
54,-152.64659118652344
55,-135.61160278320312
56,-121.59419250488281
57,-92.90319061279297
58,-92.12085723876953
59,-30.521406173706055
60,-49.72889709472656
61,-27.83672332763672
62,-57.63758087158203
63,-220.0191650390625
64,-203.4990234375
65,-141.23915100097656
66,-149.79806518554688
67,-150.22193908691406
68,-129.22987365722656
69,-70.93098449707031
70,-74.27410888671875
71,-69.96456146240234
72,-55.46820068359375
73,-48.398216247558594
74,-76.21803283691406
75,-14.914819717407227
76,-41.14985656738281
77,-57.67470169067383
78,-27.634687423706055
79,-25.410457611083984
80,0.0
