,0
0,543.1817626953125
1,423.1224670410156
2,249.0221405029297
3,91.03926086425781
4,100.09486389160156
5,122.20680236816406
6,122.81376647949219
7,119.99026489257812
8,122.88731384277344
9,119.9812240600586
10,121.85222625732422
11,131.49342346191406
12,118.7341537475586
13,109.22154235839844
14,92.01695251464844
15,65.5049819946289
16,147.83343505859375
17,135.39529418945312
18,44.05564880371094
19,125.52558898925781
20,134.9907684326172
21,111.66322326660156
22,40.35985565185547
23,125.4678726196289
24,123.34077453613281
25,36.82136917114258
26,110.88899230957031
27,127.43801879882812
28,133.3263702392578
29,113.62274169921875
30,109.65836334228516
31,114.81830596923828
32,106.47203826904297
33,103.26634216308594
34,79.02400207519531
35,128.11087036132812
36,117.44721221923828
37,110.88268280029297
38,99.50712585449219
39,130.78431701660156
40,113.21366119384766
41,88.7109603881836
42,103.68025207519531
43,117.86991882324219
44,109.79443359375
45,116.17784118652344
46,101.98060607910156
47,168.34510803222656
48,79.09566497802734
49,68.64881896972656
50,67.77510833740234
51,133.1296844482422
52,73.34484100341797
53,67.44245147705078
54,77.42757415771484
55,100.36980438232422
56,86.32411193847656
57,138.28172302246094
58,148.3920440673828
59,91.10779571533203
60,39.19020080566406
61,79.25304412841797
62,78.224609375
63,73.94258117675781
64,87.32110595703125
65,63.50783920288086
66,77.0948257446289
67,72.17716217041016
68,79.00953674316406
69,143.2039337158203
70,76.78190612792969
71,82.43817901611328
72,103.74971008300781
73,73.23143005371094
74,127.26190185546875
75,81.8659896850586
76,80.78483581542969
77,127.30447387695312
78,67.26559448242188
79,47.375022888183594
80,0.0
