,0
0,20.342928409576416
1,19.82763648033142
2,14.820503234863281
3,20.029553413391113
4,20.491840839385986
5,14.784900903701782
6,15.18840503692627
7,15.699524641036987
8,14.789800643920898
9,15.122831106185913
10,20.517647743225098
11,14.818986892700195
12,14.963950872421265
13,15.70364236831665
14,14.83957576751709
15,14.87727165222168
16,15.724350214004517
17,14.796407222747803
18,14.846792936325073
19,15.678868055343628
20,14.81199312210083
21,14.87548279762268
22,20.52617645263672
23,14.824462413787842
24,15.200956344604492
25,20.540436029434204
26,14.812645435333252
27,20.627649307250977
28,15.694457054138184
29,19.69322109222412
30,0.0
