,0,1,2,3,4,5,6,7,8,9
0,0.002504836320877075,2.4999535774838932e-09,0.0023086273835764993,2.499438434000467e-09,0.0017303312197327614,2.4996145153721727e-09,0.0015624744119122624,2.2006545474795303e-09,0.007708214223384857,6.288296272582983e-11
1,0.0025196218490600585,2.44951252170722e-06,0.0023128802163733374,2.0815953121200437e-06,0.0017339374042219585,1.7619088339415612e-06,0.0015647410182282329,1.293373316002544e-06,0.007795413490384817,1.1735673544066572e-09
2,0.002559721767902374,1.4614805877499748e-05,0.0023268506758742863,1.2960544154339004e-05,0.0017468314617872238,1.0668305549188517e-05,0.0015722735552117229,4.95883978146594e-06,0.008109337650239468,1.855065434597236e-08
3,0.0026297014951705932,3.805018059210852e-05,0.002353629304303063,3.832814036286436e-05,0.001770827505323622,3.0478735425276682e-05,0.001585325924679637,1.323475044046063e-05,0.0085210632532835,1.2430882634362206e-07
4,0.002738170921802521,7.818599988240749e-05,0.002395337240563499,8.05214440333657e-05,0.0018061380833387375,5.527187022380531e-05,0.0016100113280117512,2.633131225593388e-05,0.00899925921112299,2.3029888041037339e-07
5,0.002881608605384827,0.00013819782179780304,0.0024476908147335052,0.00013728614430874586,0.0018481231398052638,8.51686199894175e-05,0.001644834061153233,4.12929875892587e-05,0.009545071050524712,2.3463836384962633e-07
6,0.0030227982997894287,0.00022077343601267785,0.002509982014695803,0.00020977863459847867,0.001900580194261339,0.00012284224794711918,0.001685447059571743,5.570735811488703e-05,0.010123501531779766,3.1320104199039633e-07
7,0.003054215908050537,0.0002485727600287646,0.0025207954976293775,0.00023610147763974965,0.0019054017547104093,0.00013902118371333927,0.0016947136027738452,6.060409577912651e-05,0.01026938110589981,2.2285718159764656e-07
8,0.0030801546573638915,0.00026927131693810225,0.002527085857258903,0.000258076936006546,0.0019083906792932087,0.00015166951925493777,0.0017000511288642883,5.9965954278595746e-05,0.010322940535843372,2.3641597124424152e-07
9,,,,,,,,,,
10,,,,,,,,,,
11,,,,,,,,,,
12,,,,,,,,,,
13,,,,,,,,,,
14,,,,,,,,,,
15,,,,,,,,,,
16,,,,,,,,,,
17,,,,,,,,,,
18,,,,,,,,,,
19,,,,,,,,,,
20,,,,,,,,,,
21,,,,,,,,,,
22,,,,,,,,,,
23,,,,,,,,,,
24,,,,,,,,,,
25,,,,,,,,,,
26,,,,,,,,,,
27,,,,,,,,,,
28,,,,,,,,,,
29,,,,,,,,,,
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
