,0,1
0,-2.3084221822955442e-07,-13.645273208618164
1,-8.99709415435791,
2,-9.220582008361816,
3,-16.52435302734375,
4,-22.27931022644043,
5,-23.420185089111328,
6,-23.841644287109375,
7,-19.031700134277344,
8,-21.79535484313965,
9,-27.89725112915039,
10,-28.913599014282227,
11,-28.351097106933594,
12,-25.52543067932129,
13,-29.421722412109375,
14,-18.901798248291016,
15,-34.958168029785156,
16,-30.895244598388672,
17,-32.08611297607422,
18,-24.656206130981445,
19,-28.370817184448242,
20,-29.639259338378906,
21,-28.56989860534668,
22,-21.824249267578125,
23,-30.391162872314453,
24,-30.84274673461914,
25,-22.119129180908203,
26,-22.523515701293945,
27,-26.43412208557129,
28,-26.599945068359375,
29,-28.60781478881836,
30,0.0,0.0
