,0,1,2,3
0,0.9874740839004517,0.9621233344078064,0.9356465339660645,0.9098572731018066
1,0.987773060798645,0.9620236754417419,0.9376395344734192,0.9116808772087097
2,0.9867367148399353,0.9604192972183228,0.9343610405921936,0.9082130789756775
3,0.9873046875,0.9617745280265808,0.9372110366821289,0.9125279188156128
4,0.9872947335243225,0.9618443250656128,0.9378886222839355,0.9128966331481934
5,0.9875836968421936,0.9619638919830322,0.9372708201408386,0.9107142686843872
6,0.9862782955169678,0.9599509835243225,0.9322484731674194,0.9062001705169678
7,0.9871452450752258,0.9627112746238708,0.9367725849151611,0.9128766655921936
8,0.9876634478569031,0.9602499008178711,0.9348194599151611,0.9080038070678711
9,0.9495874643325806,0.8505062460899353,0.7503387928009033,0.6494937539100647
10,0.9508330821990967,0.8507752418518066,0.7507573366165161,0.6475904583930969
11,0.9508728981018066,0.8494001030921936,0.7507473826408386,0.6507095098495483
12,0.9502252340316772,0.8495396375656128,0.7512655258178711,0.6492247581481934
13,0.9501554369926453,0.8497588634490967,0.7489636540412903,0.6506795883178711
14,0.9501653909683228,0.851094126701355,0.7507672905921936,0.6497130393981934
15,0.9503348469734192,0.8492007851600647,0.7502889633178711,0.6508390307426453
16,0.9493682384490967,0.849699079990387,0.7501295208930969,0.649503767490387
17,0.9503248333930969,0.8506457209587097,0.7484155893325806,0.6517956852912903
18,0.9503148794174194,0.8504065871238708,0.7493921518325806,0.650480329990387
19,0.9508231282234192,0.8505859375,0.7504484057426453,0.6486766338348389
20,0.9508829116821289,0.8492606282234192,0.7486945986747742,0.6522241830825806
21,0.9508330821990967,0.8492307066917419,0.7493423223495483,0.6496632099151611
22,0.9503248333930969,0.852628767490387,0.7500697374343872,0.6527622938156128
23,0.9509825706481934,0.8503268361091614,0.7508171200752258,0.6496531963348389
24,0.9512416124343872,0.8505261540412903,0.7493224143981934,0.6505998969078064
25,0.9495575428009033,0.8498983383178711,0.75048828125,0.6499521732330322
26,0.9507632851600647,0.8496691584587097,0.7498106956481934,0.650370717048645
27,0.9506138563156128,0.8511140942573547,0.7505182027816772,0.6490653157234192
28,0.9504344463348389,0.8486925959587097,0.7503387928009033,0.6513671875
29,0.9500060081481934,0.8501474857330322,0.7527204155921936,0.6469427347183228
30,0.9498066902160645,0.8490613102912903,0.7471201419830322,0.6499322652816772
31,0.9497867226600647,0.8503567576408386,0.749422013759613,0.6502112746238708
32,0.9503647089004517,0.8499083518981934,0.7486547231674194,0.6511977910995483
33,0.9505341053009033,0.8508151173591614,0.7498306035995483,0.6516262888908386
34,0.9500956535339355,0.8501275777816772,0.7484753727912903,0.6523038744926453
35,0.9501853585243225,0.8508450388908386,0.7515146732330322,0.65087890625
36,0.9503148794174194,0.8487125039100647,0.7497508525848389,0.6503507494926453
37,0.9499760866165161,0.8499581217765808,0.7494320273399353,0.6488958597183228
38,0.9494280219078064,0.8490114808082581,0.7514747977256775,0.6508191227912903
39,0.9505739808082581,0.8509247303009033,0.7494320273399353,0.6511280536651611
40,0.0,0.0,0.0,0.0
