,0
0,177.10889959335327
1,176.27069902420044
2,176.6698272228241
3,176.43644452095032
4,176.1869490146637
5,175.7253384590149
6,176.63514685630798
7,177.04343438148499
8,176.57354354858398
9,176.7799859046936
10,176.33023619651794
11,176.86925601959229
12,176.73892617225647
13,177.27266478538513
14,176.4300365447998
15,176.29765915870667
16,176.6548821926117
17,176.66931319236755
18,176.8695306777954
19,176.63766312599182
20,176.34638810157776
21,176.67936968803406
22,176.8569734096527
23,176.34146308898926
24,176.31868433952332
25,176.23526167869568
26,176.58647799491882
27,176.3154947757721
28,176.18803191184998
29,176.50450778007507
30,176.05524158477783
31,176.41448831558228
32,176.34125804901123
33,176.53593635559082
34,176.33753299713135
35,177.3818554878235
36,176.61997056007385
37,176.49540328979492
38,176.07816696166992
39,176.22158932685852
40,0.0
