,0,1
0,4.7013813286866935e-08,-2.718906216614414e-06
1,-6.910068035125732,-210.37985229492188
2,-16.092498779296875,-345.6248779296875
3,-23.94573402404785,-473.8270263671875
4,-37.296165466308594,-412.2341613769531
5,-41.93212127685547,-621.0533447265625
6,-64.58036804199219,-641.6005249023438
7,-56.735450744628906,-717.422119140625
8,-63.06623458862305,-749.6022338867188
9,-43.378700256347656,-632.7001342773438
10,-67.65982055664062,-463.01885986328125
11,-60.80030059814453,-542.3797607421875
12,-53.65543746948242,-726.19287109375
13,-87.18399047851562,-798.7059326171875
14,-71.99581909179688,-399.46136474609375
15,-74.00592803955078,-330.73431396484375
16,-70.38106536865234,-389.8114318847656
17,-66.10283660888672,-393.8264465332031
18,-68.96609497070312,-533.163818359375
19,-46.56642150878906,-256.3575439453125
20,-72.11015319824219,-384.4586181640625
21,-62.02156066894531,-224.7139892578125
22,-61.76593017578125,-540.62109375
23,-101.98096466064453,-350.4459228515625
24,-52.23052215576172,-406.9765625
25,-62.387115478515625,-186.4203643798828
26,-69.09635925292969,-66.35585021972656
27,-48.321380615234375,-180.5302734375
28,-83.55537414550781,-203.42718505859375
29,-55.148738861083984,-67.83043670654297
30,0.0,0.0
