,0,1
0,0.2819560766220093,-1.2674435377120972
1,-2.1596572399139404,
2,-11.658794403076172,
3,-34.649837493896484,
4,-78.49492645263672,
5,-159.43943786621094,
6,-270.05694580078125,
7,-413.12249755859375,
8,-638.442626953125,
9,-843.7445068359375,
10,-1327.49169921875,
11,-2018.459716796875,
12,-2188.37548828125,
13,-3064.33056640625,
14,-3708.79248046875,
15,-4779.98828125,
16,-5905.48828125,
17,-7867.9912109375,
18,-7787.0439453125,
19,-10083.0546875,
20,-11508.4892578125,
21,-5902.53857421875,
22,-9706.181640625,
23,-13546.4541015625,
24,-18011.78125,
25,-429.2705078125,
26,-10231.6083984375,
27,-10499.0107421875,
28,4683.490234375,
29,-22856.859375,
30,0.0,0.0
