,0
0,18.815343141555786
1,13.575145244598389
2,13.647953987121582
3,13.625913381576538
4,13.597226858139038
5,13.619259119033813
6,13.619513988494873
7,13.608028173446655
8,13.6084463596344
9,13.605181455612183
10,13.603660106658936
11,13.610512971878052
12,13.616140842437744
13,13.623608112335205
14,13.611283779144287
15,13.581384420394897
16,13.622787952423096
17,13.57978630065918
18,13.551023483276367
19,13.56831407546997
20,13.575934886932373
21,13.573779344558716
22,13.580317735671997
23,13.579796075820923
24,13.609211206436157
25,13.5926833152771
26,13.579546213150024
27,13.583670139312744
28,13.597927570343018
29,13.59052038192749
30,13.592369794845581
31,13.573545932769775
32,13.563435792922974
33,13.593759536743164
34,13.571707725524902
35,13.58067798614502
36,13.607385158538818
37,13.61197543144226
38,13.566439151763916
39,13.583831310272217
40,13.587211847305298
41,13.549171924591064
42,13.597906589508057
43,13.59756064414978
44,13.571553707122803
45,13.579205751419067
46,13.594715356826782
47,13.572823286056519
48,0.0
