,0
0,543.4273681640625
1,495.9569091796875
2,462.7110595703125
3,440.72955322265625
4,415.0310974121094
5,388.7215576171875
6,359.2765808105469
7,328.9541320800781
8,305.0069580078125
9,271.03009033203125
10,252.58944702148438
11,222.28990173339844
12,209.8021697998047
13,169.0470428466797
14,134.0709228515625
15,152.35574340820312
16,116.23977661132812
17,87.74658203125
18,70.91500854492188
19,37.881591796875
20,4.607004642486572
21,9.675694465637207
22,4.851035118103027
23,2.5445146560668945
24,4.079409599304199
25,4.491726398468018
26,5.095426559448242
27,4.555418014526367
28,4.901999473571777
29,3.976616382598877
30,5.209829807281494
31,5.300795555114746
32,4.812702178955078
33,4.960471153259277
34,5.832034111022949
35,5.30587100982666
36,5.676890850067139
37,5.058869361877441
38,5.054449558258057
39,4.721490859985352
40,6.449116230010986
41,5.7927775382995605
42,5.297699928283691
43,5.677783012390137
44,5.749446868896484
45,36.493011474609375
46,6.693384170532227
47,5.749734878540039
48,0.0
