,0
0,64.59410238265991
1,50.31078124046326
2,50.33623433113098
3,50.33996033668518
4,50.33423662185669
5,50.33151388168335
6,50.32408833503723
7,50.302589893341064
8,50.331974029541016
9,50.328747510910034
10,50.32891798019409
11,50.34283661842346
12,50.34990119934082
13,50.33401870727539
14,50.323283195495605
15,50.27192425727844
16,50.28204154968262
17,50.33667755126953
18,50.28110647201538
19,50.26000928878784
20,50.269153356552124
21,50.269142627716064
22,50.26323103904724
23,50.26147127151489
24,50.25794506072998
25,50.27684950828552
26,50.28529715538025
27,50.25755262374878
28,50.23992466926575
29,50.26281142234802
30,0.0
