,0,1
0,0.14551347494125366,0.013610852882266045
1,-2.7297539710998535,-7.819035530090332
2,-16.201448440551758,-34.96025848388672
3,-54.37364959716797,-113.95681762695312
4,-136.28330993652344,-344.40191650390625
5,-392.6600036621094,-899.1680297851562
6,-919.2362670898438,-2046.451904296875
7,-1760.71826171875,-4334.94140625
8,-2932.711669921875,-8271.498046875
9,-5561.8037109375,-14481.6640625
10,-8112.0380859375,-24609.435546875
11,-12188.525390625,-39144.6015625
12,-18696.87109375,-60373.4140625
13,-24478.421875,-91663.515625
14,-39390.76171875,-130772.1875
15,-53972.27734375,-183825.21875
16,-69876.3359375,-253628.5625
17,-90100.8515625,-340985.3125
18,-130901.859375,-445352.84375
19,-173749.71875,-575193.875
20,-218210.890625,-739894.5
21,-264620.5,-936275.8125
22,-321376.3125,-1182381.25
23,-433433.65625,-1439665.25
24,-475841.3125,-1782475.5
25,-591854.0625,-2163309.0
26,-746023.125,-2540159.5
27,-753326.75,-3157305.5
28,-889413.8125,-3732017.5
29,-1096901.375,-4358298.0
30,0.0,0.0
