,0,1
0,-6.850943918834673e-07,
1,-12.153700828552246,
2,-21.438838958740234,
3,-35.22226333618164,
4,-46.148170471191406,
5,-56.86906433105469,
6,-86.32608795166016,
7,-89.58041381835938,
8,-91.80154418945312,
9,-88.82211303710938,
10,-110.43705749511719,
11,-158.7901611328125,
12,-131.81591796875,
13,-132.49447631835938,
14,-179.0365447998047,
15,-208.65252685546875,
16,-195.4359130859375,
17,-189.4903564453125,
18,-223.61883544921875,
19,-235.84136962890625,
20,-222.5756072998047,
21,-260.9345397949219,
22,-277.7370910644531,
23,-266.5428161621094,
24,-337.78717041015625,
25,-240.68112182617188,
26,-270.14520263671875,
27,-402.826171875,
28,-379.8894958496094,
29,-410.2613525390625,
30,0.0,0.0
