,0,1
0,-2.3084221822955442e-07,-13.276830673217773
1,-13.451288223266602,
2,-13.404045104980469,
3,-21.908096313476562,
4,-28.29227066040039,
5,-27.58382225036621,
6,-26.663768768310547,
7,-19.581382751464844,
8,-22.481647491455078,
9,-30.403348922729492,
10,-33.1517448425293,
11,-32.197662353515625,
12,-27.42540740966797,
13,-28.961502075195312,
14,-13.373119354248047,
15,-29.577180862426758,
16,-28.568159103393555,
17,-27.98153305053711,
18,-20.59583282470703,
19,-23.657102584838867,
20,-23.678386688232422,
21,-21.989992141723633,
22,-14.540886878967285,
23,-22.853534698486328,
24,-22.608795166015625,
25,-12.60286808013916,
26,-14.036991119384766,
27,-17.838815689086914,
28,-19.653057098388672,
29,-22.324981689453125,
30,0.0,0.0
