,0
0,20.116932153701782
1,21.307088136672974
2,16.732666730880737
3,20.09519672393799
4,16.580387353897095
5,15.98554539680481
6,15.79602575302124
7,21.449738264083862
8,15.957200288772583
9,16.162214756011963
10,17.067287921905518
11,15.794429540634155
12,16.13983654975891
13,16.771794319152832
14,15.84092378616333
15,15.914156198501587
16,16.786081314086914
17,16.094666481018066
18,16.10732340812683
19,16.798762559890747
20,15.780382871627808
21,16.158515214920044
22,16.743648290634155
23,15.798519849777222
24,16.12963628768921
25,16.781654834747314
26,15.529952049255371
27,16.19094443321228
28,16.699187755584717
29,15.82197380065918
30,0.0
