,0,1
0,9.373254670208553e-07,-20.949094772338867
1,-15.942688941955566,
2,-17.83643341064453,
3,-26.83735466003418,
4,-42.62457275390625,
5,-26.049304962158203,
6,-27.863632202148438,
7,-28.105966567993164,
8,-28.085744857788086,
9,-32.53071975708008,
10,-34.32586669921875,
11,-25.60231590270996,
12,-39.974491119384766,
13,-31.849918365478516,
14,-38.71504211425781,
15,-30.3160400390625,
16,-38.7420654296875,
17,-25.190345764160156,
18,-50.720245361328125,
19,-19.376346588134766,
20,-25.434829711914062,
21,-26.959068298339844,
22,-25.345439910888672,
23,-19.762821197509766,
24,-14.458150863647461,
25,-32.52461624145508,
26,-17.619857788085938,
27,-19.07363510131836,
28,-8.487531661987305,
29,-28.23980712890625,
30,0.0,0.0
