,0
0,68.81136703491211
1,69.80477595329285
2,69.81737279891968
3,69.80104970932007
4,69.83417797088623
5,69.8314597606659
6,69.82522892951965
7,69.83811163902283
8,54.169663190841675
9,69.80197787284851
10,54.15185880661011
11,54.120652198791504
12,54.129464626312256
13,54.14885067939758
14,54.148967266082764
15,54.13166809082031
16,54.17259621620178
17,54.165292739868164
18,54.18613910675049
19,54.15028357505798
20,54.149306535720825
21,54.183167695999146
22,54.14403820037842
23,54.11099648475647
24,54.05924201011658
25,54.0583860874176
26,54.05330228805542
27,54.11334586143494
28,54.125887393951416
29,54.10582160949707
30,0.0
