,0,1
0,0.02875148318707943,-2.440627336502075
1,-3.79379940032959,
2,-14.870774269104004,
3,-42.55944061279297,
4,-100.91926574707031,
5,-207.56927490234375,
6,-264.71600341796875,
7,-458.5079650878906,
8,-595.6966552734375,
9,-951.1987915039062,
10,-1248.444580078125,
11,-2044.678466796875,
12,-2537.265380859375,
13,-3071.2412109375,
14,-4000.49853515625,
15,-5930.0771484375,
16,-6725.294921875,
17,-10026.9619140625,
18,-11135.837890625,
19,-13111.705078125,
20,-14295.478515625,
21,-17447.125,
22,-14773.7099609375,
23,-14803.951171875,
24,-17156.818359375,
25,-11597.8798828125,
26,-1411.09765625,
27,12732.4765625,
28,12337.501953125,
29,29134.841796875,
30,0.0,0.0
