,0,1
0,-7.839501563466911e-07,
1,-10.826395034790039,
2,-23.580799102783203,
3,-41.52979278564453,
4,-47.42144775390625,
5,-67.99547576904297,
6,-69.93897247314453,
7,-101.50150299072266,
8,-121.48681640625,
9,-87.78038024902344,
10,-121.34480285644531,
11,-154.21234130859375,
12,-142.33843994140625,
13,-210.28524780273438,
14,-139.45187377929688,
15,-216.96609497070312,
16,-210.35452270507812,
17,-208.94497680664062,
18,-211.83871459960938,
19,-304.923095703125,
20,-254.2033233642578,
21,-257.75958251953125,
22,-299.5394287109375,
23,-248.12380981445312,
24,-348.92633056640625,
25,-225.9615936279297,
26,-261.4627685546875,
27,-399.0984191894531,
28,-458.5240173339844,
29,-386.04248046875,
30,0.0,0.0
