,0,1
0,9.305498451794847e-07,543.4273681640625
1,-8.19774055480957,393.45550537109375
2,-9.172666549682617,354.9182434082031
3,-15.201070785522461,324.4853210449219
4,-11.95516300201416,325.9731750488281
5,-10.123876571655273,250.08132934570312
6,-14.959948539733887,151.0675811767578
7,-14.433610916137695,230.53781127929688
8,-22.941497802734375,171.3455352783203
9,-16.67473793029785,225.93276977539062
10,-15.716767311096191,210.84288024902344
11,-14.11738395690918,208.0050048828125
12,-22.67943572998047,153.10890197753906
13,-17.796863555908203,146.10260009765625
14,-14.322774887084961,227.9635772705078
15,-21.618274688720703,185.18594360351562
16,-17.534852981567383,224.88418579101562
17,-10.251432418823242,108.20970916748047
18,-22.075462341308594,226.48126220703125
19,-12.795788764953613,219.29359436035156
20,-15.420516967773438,134.44277954101562
21,-16.79473114013672,218.55789184570312
22,-15.214883804321289,212.61868286132812
23,-17.19940948486328,217.23260498046875
24,-15.834257125854492,169.40858459472656
25,-14.637775421142578,208.0797119140625
26,-13.593393325805664,190.0142822265625
27,-20.460468292236328,208.27963256835938
28,-24.02577781677246,193.9019317626953
29,-10.16906452178955,199.43690490722656
30,0.0,0.0
