,0
0,-0.1728592813014984
1,7.792103290557861
2,83.38055419921875
3,412.34661865234375
4,1660.651123046875
5,4573.6328125
6,10373.2177734375
7,18885.515625
8,34335.8984375
9,57834.15625
10,79357.6875
11,126635.7265625
12,171604.25
13,220888.6875
14,355385.75
15,453642.34375
16,517558.59375
17,778158.25
18,935472.875
19,1114854.0
20,1315220.25
21,1747031.5
22,2060806.75
23,2405260.5
24,2829032.0
25,3304417.5
26,4589526.0
27,4659755.0
28,5084518.0
29,5721808.0
30,0.0
