,0,1
0,-0.0732940137386322,580.884765625
1,-3.04131817817688,608.7978515625
2,-16.14897918701172,631.0848999023438
3,-46.726593017578125,618.2704467773438
4,-136.58706665039062,490.3458557128906
5,-297.33074951171875,134.72283935546875
6,-473.8582763671875,-256.1212158203125
7,-415.4742431640625,-158.29420471191406
8,-396.11273193359375,-146.7841033935547
9,-318.3023986816406,-247.75003051757812
10,-348.70013427734375,-146.5430145263672
11,-323.4843444824219,-168.39132690429688
12,-281.8468322753906,-106.61808776855469
13,-167.07859802246094,-119.13333892822266
14,-127.3037109375,-41.25838851928711
15,-100.35877227783203,-142.07350158691406
16,27.929826736450195,-69.00218200683594
17,53.24949645996094,-28.33835220336914
18,92.99239349365234,-49.97220993041992
19,129.84474182128906,-92.7603530883789
20,163.37704467773438,44.609073638916016
21,158.38729858398438,-15.45688247680664
22,242.4212646484375,154.9824981689453
23,183.18687438964844,-21.382976531982422
24,164.9757843017578,65.07815551757812
25,201.52685546875,60.795745849609375
26,191.583251953125,24.448747634887695
27,243.55184936523438,20.838598251342773
28,196.03396606445312,-126.8604507446289
29,234.26376342773438,-5.874876022338867
30,0.0,0.0
