,0,1,2
0,0.9525271058082581,0.7522321343421936,0.648038923740387
1,0.9888791441917419,0.9243861436843872,0.8809390664100647
2,0.9959343075752258,0.9551578164100647,0.9204798936843872
3,0.9948182106018066,0.9553172588348389,0.9243463277816772
4,0.9910714030265808,0.9278539419174194,0.8885921835899353
5,0.9858497977256775,0.9109932780265808,0.8655931353569031
6,0.9845344424247742,0.9009088277816772,0.84765625
7,0.9869658946990967,0.9047752022743225,0.8561463356018066
8,0.9871651530265808,0.9067283272743225,0.8555086255073547
9,0.9889588356018066,0.9175302982330322,0.8670280575752258
10,0.0,0.0,0.0
