,0
0,67.42914247512817
1,68.13853859901428
2,68.1650607585907
3,68.13889694213867
4,68.12865424156189
5,68.314936876297
6,68.11120414733887
7,52.91552519798279
8,52.908645153045654
9,53.036993741989136
10,52.83099555969238
11,52.86875033378601
12,52.845046520233154
13,52.75319147109985
14,52.79249811172485
15,52.79548788070679
16,52.76902198791504
17,52.8149528503418
18,52.84223508834839
19,52.77498960494995
20,52.78384280204773
21,52.77977228164673
22,52.925846576690674
23,52.91010856628418
24,52.75217962265015
25,52.856775760650635
26,52.887680530548096
27,52.92702841758728
28,52.94376277923584
29,53.03233814239502
30,0.0
