,0,1
0,0.34277018904685974,-0.11279162764549255
1,26.833778381347656,-51.740882873535156
2,60.21513748168945,-60.77189636230469
3,63.59156799316406,-65.46283721923828
4,69.47152709960938,-69.6181640625
5,73.49407958984375,-73.53775787353516
6,77.24476623535156,-77.32931518554688
7,80.93199157714844,-81.0146484375
8,84.6099853515625,-84.63455200195312
9,88.1871566772461,-88.21144104003906
10,91.73235321044922,-91.73139190673828
11,95.19607543945312,-95.21199798583984
12,98.63160705566406,-98.65826416015625
13,102.05374145507812,-102.07715606689453
14,105.43173217773438,-105.46186828613281
15,108.80706787109375,-108.81890869140625
16,112.1397705078125,-112.15078735351562
17,115.43855285644531,-115.45761108398438
18,118.73248291015625,-118.74079132080078
19,121.95748901367188,-122.00357055664062
20,125.20683288574219,-125.24407958984375
21,128.42715454101562,-128.46205139160156
22,131.60919189453125,-131.6612091064453
23,134.8253173828125,-134.84188842773438
24,137.98504638671875,-138.00173950195312
25,141.13722229003906,-141.14300537109375
26,144.25387573242188,-144.26547241210938
27,147.36676025390625,-147.36849975585938
28,150.45411682128906,-150.45437622070312
29,153.51487731933594,-153.52330017089844
30,0.0,0.0
