,0,1,2
0,0.955476701259613,0.7662627696990967,0.6741868853569031
1,0.9867665767669678,0.9119499325752258,0.8726881146430969
2,0.9905532598495483,0.9321588277816772,0.8972815871238708
3,0.9897560477256775,0.9395328164100647,0.9081234335899353
4,0.9846938848495483,0.9243064522743225,0.8922193646430969
5,0.9807477593421936,0.9028220772743225,0.8621651530265808
6,0.983378529548645,0.9125877022743225,0.8787866830825806
7,0.9816246628761292,0.912507951259613,0.8763552308082581
8,0.9829002022743225,0.9137037396430969,0.8802216053009033
9,0.984375,0.9162946343421936,0.8832509517669678
10,0.9840959906578064,0.9148198366165161,0.8770328164100647
11,0.9835777878761292,0.9132652878761292,0.8736447691917419
12,0.9849330186843872,0.9181680679321289,0.872050404548645
13,0.9844148755073547,0.9116310477256775,0.8586575388908386
14,0.9843351244926453,0.9119898080825806,0.8663504719734192
15,0.9837372303009033,0.9077247977256775,0.8581393361091614
16,0.9837771058082581,0.9109932780265808,0.8551498651504517
17,0.9838567972183228,0.9042171835899353,0.8445073366165161
18,0.9817044138908386,0.9017059803009033,0.8423947691917419
19,0.983976423740387,0.9049744606018066,0.8439493179321289
20,0.9838567972183228,0.8975207209587097,0.8370934128761292
21,0.9846938848495483,0.9019052982330322,0.8341836929321289
22,0.9828603267669678,0.892578125,0.8270487785339355
23,0.9832987785339355,0.8940130472183228,0.8205516338348389
24,0.9830994606018066,0.8972815871238708,0.8235411643981934
25,0.9821827411651611,0.8940927982330322,0.8200733661651611
26,0.9819834232330322,0.8868383169174194,0.8155692219734192
27,0.9822225570678711,0.883808970451355,0.8113440871238708
28,0.9821029901504517,0.8785873651504517,0.8033721446990967
29,0.9829002022743225,0.8820152878761292,0.8053252696990967
30,0.0,0.0,0.0
