,0
0,-0.10841619968414307
1,3.9339652061462402
2,9.212751388549805
3,14.642423629760742
4,30.029958724975586
5,41.894535064697266
6,45.865638732910156
7,48.40126037597656
8,50.575714111328125
9,51.437538146972656
10,53.053504943847656
11,53.986392974853516
12,55.178321838378906
13,56.15458679199219
14,57.007972717285156
15,58.09766387939453
16,59.02459716796875
17,59.881141662597656
18,60.865726470947266
19,61.74305725097656
20,62.66600799560547
21,63.55876541137695
22,64.45268249511719
23,65.33982849121094
24,66.23739624023438
25,67.11045837402344
26,67.97834777832031
27,68.82307434082031
28,69.69648742675781
29,70.57054138183594
30,0.0
