,0
0,-595.6341552734375
1,-632.5388793945312
2,-674.9906005859375
3,-731.1226196289062
4,-811.7945556640625
5,-851.218505859375
6,-915.5577392578125
7,-1031.521728515625
8,-1080.510498046875
9,-1156.79345703125
10,-1262.9652099609375
11,-1328.96630859375
12,-1399.2681884765625
13,-1472.4796142578125
14,-1546.5411376953125
15,-1638.168212890625
16,-1734.6202392578125
17,-1836.3209228515625
18,-1946.279541015625
19,-2045.109619140625
20,-2081.260498046875
21,-2160.40966796875
22,-2236.909912109375
23,-2333.214599609375
24,-2414.199462890625
25,-2464.271240234375
26,-2552.3798828125
27,-2633.974853515625
28,-2693.1875
29,-2825.875244140625
30,0.0
