,0,1
0,0.050698380917310715,-0.16349925100803375
1,30.44910430908203,-55.164588928222656
2,61.85254669189453,-62.814170837402344
3,66.8741455078125,-67.34490966796875
4,71.16242980957031,-71.44558715820312
5,75.33716583251953,-75.37889862060547
6,79.0644760131836,-79.19902038574219
7,82.88514709472656,-82.9578857421875
8,86.59033203125,-86.67219543457031
9,90.22798156738281,-90.35240173339844
10,93.9820785522461,-94.00729370117188
11,97.59454345703125,-97.64073181152344
12,101.23863220214844,-101.25833129882812
13,104.80575561523438,-104.861083984375
14,108.42741394042969,-108.45323181152344
15,111.9901123046875,-112.03465270996094
16,115.5882568359375,-115.60808563232422
17,119.14627075195312,-119.17387390136719
18,122.72023010253906,-122.73361206054688
19,126.27252197265625,-126.28692626953125
20,129.81216430664062,-129.83529663085938
21,133.3660430908203,-133.3792724609375
22,136.90708923339844,-136.91921997070312
23,140.4499969482422,-140.45510864257812
24,143.96578979492188,-143.98741149902344
25,147.5076446533203,-147.51678466796875
26,151.03671264648438,-151.04347229003906
27,154.56216430664062,-154.56736755371094
28,158.07826232910156,-158.0887908935547
29,161.59561157226562,-161.60806274414062
30,0.0,0.0
