,0,1
0,0.21377894282341003,579.9937744140625
1,20.405834197998047,567.334228515625
2,59.28889083862305,603.60302734375
3,65.49752044677734,653.7028198242188
4,70.04602813720703,712.5035400390625
5,73.97431182861328,771.2347412109375
6,78.1763916015625,826.5809326171875
7,81.90953826904297,908.070556640625
8,85.75852966308594,979.1214599609375
9,89.49381256103516,1041.416015625
10,93.18962860107422,1108.227294921875
11,96.8652114868164,1181.3907470703125
12,100.51197052001953,1258.9326171875
13,104.0885009765625,1342.849609375
14,107.76107025146484,1385.630126953125
15,111.35139465332031,1487.13916015625
16,114.95732116699219,1545.6571044921875
17,118.52587890625,1631.45654296875
18,122.10250091552734,1721.1246337890625
19,125.66072845458984,1781.9681396484375
20,129.24075317382812,1842.456787109375
21,132.794677734375,1909.718994140625
22,136.33428955078125,2003.959716796875
23,139.89120483398438,2071.083740234375
24,143.43499755859375,2112.7236328125
25,146.97439575195312,2195.04736328125
26,150.5088653564453,2294.546875
27,154.04312133789062,2354.381591796875
28,157.56866455078125,2424.216552734375
29,161.08682250976562,2505.64794921875
30,0.0,0.0
