,0
0,0.11598444730043411
1,4.877925395965576
2,10.064343452453613
3,19.352460861206055
4,35.09298324584961
5,43.553688049316406
6,46.60726547241211
7,48.64200973510742
8,49.27906799316406
9,50.848087310791016
10,52.5037727355957
11,53.362548828125
12,54.60648727416992
13,55.62090301513672
14,56.669036865234375
15,57.631954193115234
16,58.668792724609375
17,59.62913131713867
18,60.595767974853516
19,61.53980255126953
20,62.484901428222656
21,63.42387008666992
22,64.37586212158203
23,65.29973602294922
24,66.19829559326172
25,67.15715789794922
26,68.06417846679688
27,68.9737777709961
28,69.89950561523438
29,70.81864929199219
30,0.0
